Front,Back
盗む,"<b>Word/Phrase</b>: 盗む<br><b>Romaji</b>: nusumu<br><b>Meaning</b>: steal<br><b>Present Tense</b>: 盗みます<br><b>Te-form</b>: 盗んで<br><b>Example</b>: 子供の頃、友達のお菓子を盗んでしまって、とても後悔したことがあります
kodomo no koro, tomodachi no okashi o nusunde shimatte, totemo kōkai shita koto ga arimasu
(When I was a child, I stole a snack from my friend and felt deep remorse for a long time afterward)

先月、会社の機密書類を盗んだ同僚が解雇され、全員に警告のメールが送られてきた
sengetsu, kaisha no kimitsu shorui o nusunda dōryō ga kaiko sare, zen'in ni keikoku no mēru ga okurarete kita
(Last month, a coworker who stole confidential company documents was fired, and a warning email was sent to all employees)"
覚える,"<b>Word/Phrase</b>: 覚える<br><b>Romaji</b>: oboeru<br><b>Meaning</b>: memorize<br><b>Present Tense</b>: 覚えます<br><b>Te-form</b>: 覚えて<br><b>Example</b>: 外国語を学ぶとき、新しい単語をただ覚えるだけでなく、文の中で使いながら、繰り返し練習することが大切です。
gaikokugo o manabu toki, atarashii tango o tada oboeru dake de naku, bun no naka de tsukai nagara, kurikaeshi renshū suru koto ga taisetsu desu.
(When learning a foreign language, it’s important not just to memorize new words, but to practice using them repeatedly in sentences.)

この難しい楽譜を覚えるまでに、何週間もかかりましたが、毎日少しずつ取り組んだおかげで、今ではスラスラ弾けます。
kono muzukashii gakufu o oboeru made ni, nan-shūkan mo kakarimashita ga, mainichi sukoshi zutsu torikumonda okage de, ima de wa surasura hikemasu.
(It took weeks to memorize this difficult sheet music, but thanks to working on it little by little every day, I can now play it smoothly.)"
落ちる,"<b>Word/Phrase</b>: 落ちる<br><b>Romaji</b>: ochiru<br><b>Meaning</b>: jatuh<br><b>Present Tense</b>: 落ちます<br><b>Te-form</b>: 落ちて<br><b>Example</b>: 足元が不安定なこの崖の上では、一歩間違えれば簡単に落ちてしまうので、十分に注意してください。
Ashimoto ga fuantei na kono gake no ue de wa, ippai machigaereba kantan ni ochite shimau node, juubun ni chuui shite kudasai.
(On this unstable cliff edge, one wrong step could easily make you fall, so please be very careful.)

古い木製の階段は腐食が進んでいるため、上る際には手すりをしっかり握らないと落ちる危険性があります。
Furui mokusei no kaidan wa fushoku ga susunde iru tame, noboru sai ni wa tesuri o shikkari nigiranai to ochiru kiken-sei ga arimasu.
(The old wooden stairs are badly corroded, so if you don’t hold the handrail firmly when climbing, there’s a risk you might fall.)"
落ち着く,"<b>Word/Phrase</b>: 落ち着く<br><b>Romaji</b>: ochitsuku<br><b>Meaning</b>: calm down<br><b>Present Tense</b>: 落ち着きます<br><b>Te-form</b>: 落ち着いて<br><b>Example</b>: 空も少し晴れてきたし、心も落ち着く時間になったね
sora mo sukoshi harete kitashi, kokoro mo ochitsuku jikan ni natta ne
(The sky has started to clear a little, and now it feels like the perfect moment for my heart to finally calm down.)"
驚く,"<b>Word/Phrase</b>: 驚く<br><b>Romaji</b>: odoroku<br><b>Meaning</b>: surprised<br><b>Present Tense</b>: 驚きます<br><b>Te-form</b>: 驚いて<br><b>Example</b>: 彼が会議中に予想外の結果を発表したとき、部屋にいた人たちは口をそろえて驚いたという。
Kare ga kaigi-chū ni yosōgai no kekka o happyō shita toki, heya ni ita hitotachi wa kuchi o soroete odorokita to iu.
(When he announced the unexpected results during the meeting, everyone in the room was unanimously surprised, they say.)

駅のホームで突然知らない人が大きな荷物を落としたため、周りの人たちが一斉に驚いた。
Eki no hōmu de totsuzen shiranai hito ga ōkina nimotsu o otoshita tame, mawari no hitotachi ga issei ni odorokita.
(When a stranger suddenly dropped a large bag on the station platform, the people around all gasped in surprise at once.)"
踊る,"<b>Word/Phrase</b>: 踊る<br><b>Romaji</b>: odoru<br><b>Meaning</b>: dance<br><b>Present Tense</b>: 踊ります<br><b>Te-form</b>: 踊って<br><b>Example</b>: 公園で開かれた音楽会では、子どもたちが明るい曲に合わせて、自然と体を動かし始めた。
kōen de hiraka reta ongakukai de wa, kodomotachi ga akarui kyoku ni awasete, shizen to karada o ugokashihajimeta.
(At the concert held in the park, the children, matching the bright tune, unconsciously began to move their bodies.)

夏祭りの夜、提灯の灯りに照らされた広場で、年齢を問わず多くの人が輪になって踊り続けた。
natsu matsuri no yoru, chōchin no akari ni terasa reta hiroba de, nenrei o towazu ōku no hito ga wa ni natte odoritsuzuketa."
起きる,"<b>Word/Phrase</b>: 起きる<br><b>Romaji</b>: okiru<br><b>Meaning</b>: wake up<br><b>Present Tense</b>: 起きます<br><b>Te-form</b>: 起きて<br><b>Example</b>: 朝7時に目が覚めて、すぐに起きましたが、まだ少し眠いです
asa shichiji ni me ga samete, sugu ni okimashita ga, mada sukoshi nemui desu
(I woke up at 7 in the morning and got up immediately, but I still feel a little drowsy and wish I could sleep for another ten minutes.)

毎朝6時にアラームをセットして起きるようにしていますが、週末はついつい寝坊してしまいます
maiasa rokuji ni araamu o setto shite okiru you ni shite imasu ga, shuumatsu wa tsuit sui neboushite shimaimasu
(I set my alarm for 6 AM every morning to wake up on time, but I always end up oversleeping on weekends.)"
行う,"<b>Word/Phrase</b>: 行う<br><b>Romaji</b>: okonau<br><b>Meaning</b>: conduct<br><b>Present Tense</b>: 行います<br><b>Te-form</b>: 行って<br><b>Example</b>: このプロジェクトは、緻密に練られたスケジュールに沿って全メンバーが役割を分担し、無事に完遂を行ったものである。
kono purojekuto wa, chimitsu ni nerareta sukejūru ni sototte zen menbā ga yakuwari o buntan shi, buji ni kansui o okonatta mono de aru.
(This project was one that was successfully conducted by all members dividing their roles in accordance with a meticulously crafted schedule.)

来月、先端技術を活用した共同研究が、各分野の第一線で活躍する海外研究者と行うことになっている。
raigetsu, sentan gijutsu o katsuyō shita kyōdō kenkyū ga, kaku bun’ya no daiissen de katsuyaku suru kaigai kenkyūsha to okonau koto ni natte iru.
(Next month, collaborative research utilizing cutting-edge technology is set to be conducted with overseas researchers active at the forefront of their respective fields.)"
起こす,"<b>Word/Phrase</b>: 起こす<br><b>Romaji</b>: okosu<br><b>Meaning</b>: membangunkan<br><b>Present Tense</b>: 起こします<br><b>Te-form</b>: 起こして<br><b>Example</b>: 家族がまだ眠っている間に、母は静かに部屋に入り、カーテンを開けてから私を起こした。
Kazoku ga mada nemutteiru aida ni, haha wa shizuka ni heya ni hairi, kāten o akete kara watashi o okoshita.
(While the rest of the family was still asleep, my mother quietly entered the room, opened the curtains, and then woke me up.)

夜中に突然大きな音がして、近所の人たちも驚いて起こされたというニュースが流れた。
Yonaka ni totsuzen ōkina oto ga shite, kinjo no hitotachi mo odorokite okosareta to iu nyūsu ga nagareta.
(In the middle of the night, a sudden loud noise startled and woke up people in the neighborhood, according to the news.)"
置く,"<b>Word/Phrase</b>: 置く<br><b>Romaji</b>: oku<br><b>Meaning</b>: put<br><b>Present Tense</b>: 置きます<br><b>Te-form</b>: 置いて<br><b>Example</b>: 仕事の合間に、机の上に開いた本をそっと置いて、コーヒーを飲みながら頭を休める時間を作ります。
shigoto no aima ni, tsukue no ue ni hiraita hon o sotto oite, kōhī o nomi nagara atama o yasumeru jikan o tsukurimasu.
(During a break from work, I gently put the open book on the desk and create time to rest my mind while drinking coffee.)

駅のロッカーに重い荷物を一時的に置いて、用事を済ませたら、すぐに取りに戻る予定です。
eki no rokka ni omoi nimotsu o ichijiteki ni oite, youji o sumasetara, sugu ni tori ni modoru yotei desu.
(After temporarily placing the heavy luggage in the station locker to finish my errands, I plan to return immediately to retrieve it.)"
送る,"<b>Word/Phrase</b>: 送る<br><b>Romaji</b>: okuru<br><b>Meaning</b>: send/deliver/escort<br><b>Present Tense</b>: 送ります<br><b>Te-form</b>: 送って<br><b>Example</b>: 母の誕生日は来週ですので、今日中に特別なギフトを選んで海外から送ります
haha no tanjōbi wa raishū desu node, kyōjū ni tokubetsu na gifuto o erande kaigai kara okurimasu
(Since my mother’s birthday is next week, I’ll choose a special gift today and send it from overseas)

友達に長い手紙を送ったところ、翌日には心温まる返事が届きました
tomodachi ni nagai tegami o okuttara tokoro, yokujitsu ni wa kokoro atatamaru henji ga todokimashita
(When I sent my friend a long letter, I received a heartwarming reply the very next day)"
お目にかかる,"<b>Word/Phrase</b>: お目にかかる<br><b>Romaji</b>: ome ni kakaru<br><b>Meaning</b>: meet (kenjogo dari au)<br><b>Present Tense</b>: お目にかかります<br><b>Te-form</b>: お目にかかって<br><b>Example</b>: 来週の会議で、社長にお目にかかれる機会があり、その準備を念入りに進めています。
raishū no kaigi de, shachō ni ome ni kakaru kikai ga ari, sono junbi o nen'iri ni susumete imasu.
(I have an opportunity to meet the president at next week's meeting, so I am carefully preparing for it.)

先日のパーティーで、業界の重鎮にお目にかかれて光栄でした。
senjitsu no pātii de, gyōkai no jūchin ni ome ni kakaru kōei deshita.
(It was an honor to meet the industry leader at the other day's party.)"
思る,"<b>Word/Phrase</b>: 思る<br><b>Romaji</b>: omou<br><b>Meaning</b>: think (more like guess)<br><b>Present Tense</b>: 思います<br><b>Te-form</b>: 思って<br><b>Example</b>: このプロジェクトは、明日までに全ての作業が終われば、予定どおり完成すると思われる。
kono purojekuto wa, ashita made ni subete no sagyō ga owareba, yotei doori kanseisuru to omowareru.
(It is thought that this project will be completed as scheduled if all tasks are finished by tomorrow.)

来年の今頃は、毎日日本語を練習した結果、自然に会話ができるようになっていると考えている。
rainen no konogoro wa, mainichi nihongo o renshū shita kekka, shizen ni kaiwa ga dekiru yō ni natteiru to kangaeteiru.
(By this time next year, I believe that as a result of practicing Japanese daily, I will be able to converse naturally.)"
折れる,"<b>Word/Phrase</b>: 折れる<br><b>Romaji</b>: oreru<br><b>Meaning</b>: patah<br><b>Present Tense</b>: 折れます<br><b>Te-form</b>: 折れて<br><b>Example</b>: 木の公園で子どもたちが遊んでいる最中、太い枝が突然折れて大きな音を立てた。
Ki no kōen de kodomotachi ga asonde iru saichū, futoi eda ga totsuzen orete ōkina oto o tateta.
(While children were playing in the park, a thick branch suddenly snapped with a loud crack.)

先月修理したばかりの椅子に座った瞬間、脚が折れてしまい、驚いてしまった。
Sengetsu shūri shita bakari no isu ni suwatta shunkan, ashi ga orete shimai, odoroi te shimatta.
(The moment I sat on the chair that had just been repaired last month, its leg broke, startling me.)"
降りる,"<b>Word/Phrase</b>: 降りる<br><b>Romaji</b>: oriru<br><b>Meaning</b>: turun (kendaraan)<br><b>Present Tense</b>: 降ります<br><b>Te-form</b>: 降りて<br><b>Example</b>: 駅に着くと、目的地の表示を確認してから、多くの乗客と一緒に電車を降りました。
Eki ni tsuku to, mokutekichi no hyōji o kakunin shite kara, ōku no jōkyaku to issho ni densha o orimashita.
(Sesudah tiba di stasiun, setelah memastikan papan penunjuk tujuan, ia turun dari kereta bersama banyak penumpang lainnya.)

出張中の社員は、終点の駅でバスから降り、すぐ近くのコンビニで飲み物を買いました。
Shutchō-chū no shain wa, shūten no eki de basu kara orite, sugu chikaku no konbini de nomimono o kaimashita.
(Karyawan yang sedang dinas turun dari bus di stasiun terakhir, lalu membeli minuman di toko serba ada yang berada sangat dekat.)"
下ろす,"<b>Word/Phrase</b>: 下ろす<br><b>Romaji</b>: orosu<br><b>Meaning</b>: menurunkan (benda) / menarik (uang)<br><b>Present Tense</b>: 下ろします<br><b>Te-form</b>: 下ろして<br><b>Example</b>: 銀行から現金を引き出すために、ATMでお金を下ろします
ginkō kara genkin o hikidasu tame ni, ATM de okane o oroshimasu
(to withdraw cash from the bank, I take out money from the ATM)

荷物を車から下ろすのを手伝ってもらえませんか
nimotsu o kuruma kara orosu no o tetsudatte moraemasen ka
(could you please help me unload the luggage from the car?)"
折る,"<b>Word/Phrase</b>: 折る<br><b>Romaji</b>: oru<br><b>Meaning</b>: melipat, mematahkan<br><b>Present Tense</b>: 折ります<br><b>Te-form</b>: 折って<br><b>Example</b>: この書類を正しく送る前に、まず右上の角が合うように二つに折り、
kono shorui o tadashiku okuru mae ni, mazu migiue no kado ga au you ni futatsu ni ori,
(Before sending this document correctly, first fold it in half so that the top-right corners align,

そして封筒に入れてください。間違えて折ると、開くときに破れることがあります。
soshite fuutou ni irete kudasai. machigaete oru to, hiraku toki ni yabureru koto ga arimasu.
then place it in the envelope. If folded incorrectly, it may tear when opened.)

---
旅行のパンフレットは大きすぎてバッグに入らないので、注意深く三つ折りに折った。
ryokou no panfuretto wa ookisugite baggu ni hairanai node, chuui bukaku mittsuori ni orotta.
(Since the travel pamphlet was too large to fit in the bag, I carefully folded it into thirds.)"
教える,"<b>Word/Phrase</b>: 教える<br><b>Romaji</b>: oshieru<br><b>Meaning</b>: teach/tell<br><b>Present Tense</b>: 教えます<br><b>Te-form</b>: 教えて<br><b>Example</b>: 先生が授業で使う教材は、毎回新しい単語が書いてあるカードで、それを黒板に貼りながら詳しく教えてくれる。
sensei ga jugyō de tsukau kyōzai wa, maikai atarashī tango ga kaite aru kādo de, sore o kokuban ni hari nagara kuwashiku oshiete kuremasu.
(The teaching materials the teacher uses in class are cards with new vocabulary written on them each time, and while sticking them on the blackboard, they teach us in detail.)

日本語学校の先生たちは、文法の説明をするとき、ただ教えるのではなく、生徒が間違えやすいポイントを重点的に教えるように心がけている。
nihongo gakkō no sensei-tachi wa, bunpō no setsumei o suru toki, tada oshieru no de wa naku, seito ga machigae yasui pointo o jūten-teki ni oshieru yō ni kokorogakete iru.
(At Japanese language schools, when teachers explain grammar, they don’t just teach—they make an effort to focus on points where students are likely to make mistakes.)"
恐れる,"<b>Word/Phrase</b>: 恐れる<br><b>Romaji</b>: osoreru<br><b>Meaning</b>: fear<br><b>Present Tense</b>: 恐れます<br><b>Te-form</b>: 恐れて<br><b>Example</b>: 批判されることを恐れて、自分の意見を言い出せず、結局プロジェクトから外される結果になった。
hihansareru koto o osorete, jibun no iken o iidasezu, kekkyoku purojekuto kara hazusareru kekka ni natta.
(Out of fear of being criticized, I couldn’t voice my opinion and ended up being removed from the project.)"
押す,"<b>Word/Phrase</b>: 押す<br><b>Romaji</b>: osu<br><b>Meaning</b>: press, stamp<br><b>Present Tense</b>: 押します<br><b>Te-form</b>: 推して<br><b>Example</b>: ドアを押すと、中から大きな音が聞こえてきたので、誰かがいるのかと思った
Dora o osu to, naka kara ōki na oto ga kikoete kita node, dareka ga iru no ka to omotta
(When I pressed the door, a loud noise came from inside, so I wondered if someone was there)

この赤いボタンを最後まで強く押し続けないと、製造ラインの機械が正常に作動しない
Kono akai botan o saigo made tsuyoku oshitsuzukenai to, seizō rain no kikai ga seijō ni sādō shinai
(If you don’t keep pressing this red button firmly until the end, the machine on the production line won’t operate correctly)"
落とす,"<b>Word/Phrase</b>: 落とす<br><b>Romaji</b>: otosu<br><b>Meaning</b>: drop<br><b>Present Tense</b>: 落とします<br><b>Te-form</b>: 落として<br><b>Example</b>: その重い荷物を階段で運んでいたら、手が滑って落としてしまった。
Sono omoi nimotsu o kaidan de hakonde ita ra, te ga suberi te otoshite shimatta.

(While carrying that heavy luggage up the stairs, my hand slipped and I dropped it.)

会議の資料を印刷しようとしたら、誤ってコーヒーを落としてしまい、全ての書類が使えなくなってしまった。
Kaigi no shiryō o insatsu shiyō to shitara, ayamatte kōhī o otoshite shimai, subete no shorui ga tsukaenaku natte shimatta.

(When I tried to print the meeting documents, I accidentally dropped coffee on them, and now all the papers are unusable.)"
終わる,"<b>Word/Phrase</b>: 終わる<br><b>Romaji</b>: owaru<br><b>Meaning</b>: end<br><b>Present Tense</b>: 終わります<br><b>Te-form</b>: 終わって<br><b>Example</b>: この本を読み終わるまで、テレビを見ないでください
Kono hon o yomiowaru made, terebi o minai de kudasai
(Please do not watch TV until you finish reading this book)"
泳ぐ,"<b>Word/Phrase</b>: 泳ぐ<br><b>Romaji</b>: oyogu<br><b>Meaning</b>: swim<br><b>Present Tense</b>: 泳ぎます<br><b>Te-form</b>: 泳いで<br><b>Example</b>: 夏休みに海辺のホテルに泊まり、青い海を眺めながら、毎日遠くまで泳いだのは忘れられない思い出だ。
natsu yasumi ni umibe no hoteru ni tomari, aoi umi o nagamenagara, mainichi tōku made oyoida no wa wasurerarenai omoide da.
(The unforgettable memory of staying at a seaside hotel during summer vacation and swimming far out every day while gazing at the blue ocean.)

水温が低くて最初はためらったが、一度泳ぎ始めると、体が水に慣れて、いつまでも泳ぎ続けたくなった。
suitō ga hikukute saisho wa tameratta ga, ichido oyoihajimetara, karada ga mizu ni narete, itsumade mo oyogi tsuzuketakunatta.
(Though the water temperature was low and I hesitated at first, once I started swimming, my body adjusted, and I wanted to keep swimming forever.)"
捜す,"<b>Word/Phrase</b>: 捜す<br><b>Romaji</b>: sagasu<br><b>Meaning</b>: search (something missing/criminal case)<br><b>Present Tense</b>: <br><b>Te-form</b>: 捜して<br><b>Example</b>: 鞄の中を捜したが、財布が見つからなかったので、家に忘れてきたかもしれないと思います。
kaban no naka o sagashita ga, saifu ga mitsukaranakatta node, ie ni wasurete kita kamo shirenai to omoimasu.
(I searched thoroughly inside my bag, but my wallet was nowhere to be found, so I’m starting to think I might have left it at home by mistake.)

警察は失踪者の手がかりを捜すため、現場を徹底的に調査している。
keisatsu wa shissōsha no tegakari o sagasu tame, genba o tettōteki ni chōsa shite iru.
(The police are conducting a thorough investigation of the scene to search for any clues about the missing person.)"
探す,"<b>Word/Phrase</b>: 探す<br><b>Romaji</b>: sagasu<br><b>Meaning</b>: search (something physical/yang belum ketemu)<br><b>Present Tense</b>: 探します<br><b>Te-form</b>: 探して<br><b>Example</b>: この本を探しているのですが、どこにあるかご存じですか。手伝っていただけると助かります。
kono hon o sagashite iru no desu ga, doko ni aru ka gozonji desu ka. Tetsudatte itadakeru to tasukarimasu.
(I’m looking for this book—do you happen to know where it is? I’d really appreciate your help if you could assist me.)

鍵をなくしてしまい、今必死で家中の引き出しや棚を一つ一つ探しています。
kagi o nakushite shimai, ima hisshi de iejū no hikidashi ya tana o hitotsu hitotsu sagashite imasu.
(I lost my keys and am desperately searching through every drawer and shelf in the house.)"
咲く,"<b>Word/Phrase</b>: 咲く<br><b>Romaji</b>: saku<br><b>Meaning</b>: mekar (bunga)<br><b>Present Tense</b>: 咲きます<br><b>Te-form</b>: 咲いて<br><b>Example</b>: 春が近づくと、公園の桜並木に淡いピンクの花が一斉に咲き始めるため、散歩する人々の足も自然と止まる。
Haru ga chikazuku to, kōen no sakuranamiki ni awai pinku no hana ga issei ni sakihajimeru tame, sanpo suru hitobito no ashi mo shizen to tomaru.
(As spring approaches, the pale pink blossoms along the park’s cherry tree avenue burst into bloom all at once, causing even passersby on their walks to pause unconsciously.)

校舎の横にある花壇で、生徒が世話をしたダリアが昨日よりもさらに鮮やかに咲いていたので、担任の先生も満足そうにうなずいた。
Kōsha no yoko ni aru kadan de, seito ga sewa o shita daria ga kinō yori mo sarani azayanaku saite ita node, tannin no sensei mo manzoku-sō ni unazuita.
(By the school building’s flower bed, the dahlias—tended by the students—had bloomed even more vividly than the day before, prompting the homeroom teacher to nod in satisfied approval.)"
誘う,"<b>Word/Phrase</b>: 誘う<br><b>Romaji</b>: sasou<br><b>Meaning</b>: mengajak<br><b>Present Tense</b>: 誘います<br><b>Te-form</b>: 誘って<br><b>Example</b>: 友達に映画を見に誘われたけど、今日は仕事の締め切りが迫っていて、残業もしなければならないので行けない
tomodachi ni eiga o mi ni sasowareta kedo, kyō wa shigoto no shimekiri ga sematte ite, zangyō mo shinakereba naranai node ikenai
(My friend invited me to watch a movie, but I can't go today because I have a tight work deadline and need to work overtime)

友達が「一緒に美術館の新しい展示を見に行こう」と誘ってくれたので、週末の予定を調整して喜んで受けました
tomodachi ga ""issho ni bijutsukan no atarashī tenji o mi ni ikō"" to sasotte kureta node, shūmatsu no yotei o chōsei shite yorokonde ukemashita
(My friend invited me to see the new exhibition at the art museum together, so I happily accepted after adjusting my weekend plans)"
差す,"<b>Word/Phrase</b>: 差す<br><b>Romaji</b>: sasu<br><b>Meaning</b>: buka, put up, stretch up<br><b>Present Tense</b>: 差します<br><b>Te-form</b>: 差して<br><b>Example</b>: 彼女は窓から手を差して、春の暖かい風に触れながら外の美しい景色をゆっくりと楽しんだ。
kanojo wa mado kara te o sashite, haru no atatakai kaze ni fure nagara soto no utsukushii keshiki o yukkuri to tanoshinda.
(She stretched her arm out the window, gently touching the warm spring breeze while slowly enjoying the beautiful view outside.)"
騒ぐ,"<b>Word/Phrase</b>: 騒ぐ<br><b>Romaji</b>: sawagu<br><b>Meaning</b>: have fun, make noise<br><b>Present Tense</b>: 騒ぎます<br><b>Te-form</b>: 騒いで<br><b>Example</b>: 公園のベンチで新聞を読んでいた老人は、遠くから聞こえてくる子供たちの騒ぐ声に眉をひそめ、ため息をついた
kōen no benchi de shinbun o yonde ita rōjin wa, tōku kara kikoete kuru kodomo-tachi no sawagu koe ni mayu o hisome, tameiki o tsuitta
(The elderly man reading a newspaper on the park bench frowned at the sound of children making noise in the distance and sighed deeply)

図書館の静かな空間に、突然隣の席で友達同士が大きな声で話し始め、周りの利用者たちが騒ぐ彼らを困った顔で見た
toshokan no shizuka na kūkan ni, totsuzen tonari no seki de tomodachi-dōshi ga ōkina koe de hanashihajime, mawari no riyōsha-tachi ga sawagu karera o komatta kao de mita
(The quiet atmosphere of the library was disrupted when a group of friends suddenly started talking loudly at the next table, and the surrounding patrons looked at them with troubled expressions)"
騒ぐ,"<b>Word/Phrase</b>: 騒ぐ<br><b>Romaji</b>: sawagu<br><b>Meaning</b>: bikin onar<br><b>Present Tense</b>: 騒ぎます<br><b>Te-form</b>: 騒いで<br><b>Example</b>: 子供たちが公園で大きな声で騒いでいるので、近所の人が苦情を言いに来るほどです
kodomotachi ga kōen de ōkina koe de sawagide iru node, kinjo no hito ga kujō o ii ni kuru hodo desu
(The children are making such a racket in the park with loud voices that neighbors are coming to complain)

教室で生徒たちが突然騒ぎ始めたので、先生は授業を一時中断して注意を与えなければなりませんでした
kyōshitsu de seito-tachi ga totsuzen sawagihajimeta node, sensei wa jugyō o ichiji chūdan shite chūi o atae nakereba narimasen deshita
(The students suddenly started making noise in the classroom, so the teacher had to temporarily stop the lesson to give them a warning)"
触る,"<b>Word/Phrase</b>: 触る<br><b>Romaji</b>: sawaru<br><b>Meaning</b>: touch<br><b>Present Tense</b>: 触ります<br><b>Te-form</b>: 触って<br><b>Example</b>: 触ると痛みが走るので、その火傷した部分には絶対に触らないでください
sawaru to itami ga hashiru node, sono yakedo shita bubun ni wa zettai ni sawaranai de kudasai
(Please do not touch the burned area at all, as it will send a sharp pain when touched)

図書館の貴重な古書は手袋を着用し、丁寧にページを触ってめくるように心がけてください
toshokan no kichō na kosho wa tebukuro o chakuyō shi, teinei ni pēji o sawatte mekuru yō ni kokoro gake te kudasai
(When handling the library’s valuable antique books, wear gloves and be careful to touch and turn the pages gently)"
背負う,"<b>Word/Phrase</b>: 背負う<br><b>Romaji</b>: seou<br><b>Meaning</b>: memanggul, gendong<br><b>Present Tense</b>: 背負います<br><b>Te-form</b>: 背負って<br><b>Example</b>: 山田社長は、倒産の危機にある会社の将来を背負いながら、毎晩遅くまで仕事を続けている。
yamada shachō wa, tōsan no kiki ni aru kaisha no shōrai o seoinagara, maiban osoku made shigoto o tsuzukete iru.
(President Yamada, who shoulders the future of a company on the brink of bankruptcy, continues working late every night.)

新製品の発売を任された田中さんは、その成功を背負うプレッシャーに負けず、チームを励まし続けた。
shin seihin no hatsubai o makasareta tanaka-san wa, sono seikō o seou pureshā ni makezu, chīmu o hagemashi tsuzuketa.
(Tanaka, entrusted with the new product launch, refused to yield to the pressure of carrying its success and kept encouraging the team.)"
喋る,"<b>Word/Phrase</b>: 喋る<br><b>Romaji</b>: shaberu<br><b>Meaning</b>: chat<br><b>Present Tense</b>: 喋ります<br><b>Te-form</b>: 喋って<br><b>Example</b>: 友達と色々な話題で喋るのが好きで、休み時間には教室の隅でよくクラスメイトと楽しく喋ります
tomodachi to iroiro na wadai de shaberu no ga suki de, yasumi jikan ni wa kyōshitsu no sumi de yoku kurasumeeto to tanoshiku shaberimasu
(I enjoy chatting with friends about various topics, and during breaks, I often happily chat with classmates in the corner of the classroom)

新しいクラスメイトと積極的に喋る機会を作って、共通の興味を見つけながら人間関係を少しずつ深めていきたいと思っています
atarashii kurasumeeto to sekkyokuteki ni shaberu kikai o tsukutte, kyōtsū no kyōmi o mitsukenagara ningen kankei o sukoshi zutsu fukamete ikitai to omotte imasu
(I want to proactively create opportunities to chat with new classmates, finding common interests and gradually deepening relationships)"
叱る,"<b>Word/Phrase</b>: 叱る<br><b>Romaji</b>: shikaru<br><b>Meaning</b>: scold<br><b>Present Tense</b>: しかります<br><b>Te-form</b>: 叱りて<br><b>Example</b>: 子供の時、父は少しのことでも厳しく叱って、それが今の私を形成する大きな要因になったと思っています
kodomo no toki, chichi wa sukoshi no koto demo kibishiku shikatte, sore ga ima no watashi o keisei suru ōkina yōin ni natta to omotteimasu
(When I was a child, my father would scold me strictly even for small things, and I believe that became a major factor in shaping who I am today)

授業中に私語をしていた生徒たちを、先生は教室の前で一人一人理由を説明させながら叱りつけた
jugyōchū ni shigo o shiteita seito-tachi o, sensei wa kyōshitsu no mae de hitori hitori rijū o setsumei sasenagara shikaritsuketa
(The teacher scolded the students who were talking during class one by one in front of the classroom, making each explain their reasons)"
占める,"<b>Word/Phrase</b>: 占める<br><b>Romaji</b>: shimeru<br><b>Meaning</b>: occupy<br><b>Present Tense</b>: 占めます<br><b>Te-form</b>: 占めて<br><b>Example</b>: 日本の食事では、ご飯が主食としての役割を占め、栄養バランスの基礎となっている
Nihon no shokuji de wa, gohan ga shushoku toshite no yakuwari o shime, eiyō baransu no kiso to natte iru
(In Japanese meals, rice occupies the role of the staple food and forms the foundation of nutritional balance)

その市場では、新鮮な野菜を扱う売り場が最も広いスペースを占めており、毎朝多くの客で賑わっている
Sono ichiba de wa, shinsen na yasai o atukau uriba ga mottomo hiroi supēsu o shimete ori, maiasa ōku no kyaku de nigiwatte iru
(In that market, the section selling fresh vegetables occupies the largest space and is bustling with many customers every morning)"
締める,"<b>Word/Phrase</b>: 締める<br><b>Romaji</b>: shimeru<br><b>Meaning</b>: tighten, put on<br><b>Present Tense</b>: 締めます<br><b>Te-form</b>: 絞めて<br><b>Example</b>: 契約書にハンコを押して、今日中に締める手続きを終えました
keiyakusho ni hanko o oshite, kyōjū ni shimeru tetsuzuki o oemashita
(After stamping the contract with a seal, we completed the finalization process by the end of today)

工場の安全基準を再確認して、全てのネジや部品を今月中に締めます
kōjō no anzen kijun o saikakunin shite, subete no neji ya buhin o kongetsu jū ni shimerimasu
(The factory's safety standards were double-checked, and all screws and components will be tightened by the end of this month)"
閉める,"<b>Word/Phrase</b>: 閉める<br><b>Romaji</b>: shimeru<br><b>Meaning</b>: close<br><b>Present Tense</b>: 閉めます<br><b>Te-form</b>: 閉めて<br><b>Example</b>: 窓を閉める前に、部屋の中に新鮮な風を取り入れて、心地よい空気の流れを楽しんでみてください
mado o shimeru mae ni, heya no naka ni shinsen’na kaze o toriirete, kokochiyoi kūki no nagare o tanoshinde mite kudasai
(Before closing the window, let in some fresh air to enjoy the pleasant breeze flowing through the room)

冷蔵庫の扉をしっかり閉めないと、電気代が無駄になるだけでなく、保存している食材の鮮度も急速に低下してしまいます
reizōko no tobira o shikkari shimenai to, denki-dai ga muda ni naru dake de naku, hozon shite iru shokuzai no sendo mo kyūsoku ni teika shite shimaimasu
(If you don’t close the fridge door properly, not only will you waste electricity, but the freshness of the stored ingredients will also deteriorate rapidly)"
